OTU_id	0	1	10	100	101	102	103	104	105	106	107	108	109	11	110	111	112	113	114	115	116	117	118	119	12	120	121	122	123	124	125	126	127	128	129	13	130	131	132	133	134	135	136	137	138	139	14	140	141	142	143	144	145	146	147	148	149	15	150	151	152	153	154	155	156	157	158	159	16	160	161	162	163	164	165	166	167	168	169	17	170	171	172	173	174	175	176	177	178	179	18	180	181	182	183	184	185	186	187	188	189	19	190	191	192	193	194	195	196	197	198	199	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	50	51	52	53	54	55	56	57	58	59	6	60	61	62	63	64	65	66	67	68	69	7	70	71	72	73	74	75	76	77	78	79	8	80	81	82	83	84	85	86	87	88	89	9	90	91	92	93	94	95	96	97	98	99
0	2.0	9.0	3.0	4.0	4.0	3.0	3.0	21.0	28.0	14.0	6.0	3.0	5.0	5.0	6.0	4.0	2.0	7.0	2.0	3.0	5.0	4.0	7.0	12.0	86.0	6.0	15.0	1.0	10.0	2.0	8.0	7.0	4.0	30.0	2.0	1.0	16.0	4.0	2.0	2.0	9.0	2.0	12.0	13.0	1.0	1.0	3.0	1.0	51.0	14.0	1.0	14.0	1.0	16.0	0.0	9.0	2.0	22.0	5.0	3.0	1.0	3.0	2.0	27.0	3.0	5.0	1.0	0.0	16.0	10.0	7.0	2.0	1.0	8.0	8.0	1.0	0.0	7.0	1.0	4.0	2.0	6.0	3.0	5.0	6.0	10.0	0.0	10.0	10.0	11.0	8.0	15.0	1.0	4.0	4.0	3.0	13.0	1.0	10.0	5.0	281.0	6.0	2.0	10.0	4.0	11.0	16.0	2.0	5.0	11.0	3.0	3.0	13.0	1.0	5.0	4.0	5.0	4.0	5.0	18.0	5.0	3.0	1.0	1.0	3.0	2.0	2.0	8.0	10.0	5.0	2.0	2.0	2.0	6.0	0.0	3.0	2.0	1.0	6.0	6.0	32.0	41.0	0.0	32.0	2.0	2.0	3.0	4.0	2.0	56.0	10.0	10.0	5.0	13.0	4.0	8.0	15.0	5.0	11.0	12.0	3.0	14.0	10.0	10.0	6.0	1.0	0.0	1.0	2.0	0.0	30.0	9.0	10.0	1.0	15.0	2.0	25.0	6.0	1.0	1.0	3.0	5.0	2.0	2.0	4.0	2.0	19.0	3.0	6.0	4.0	0.0	6.0	6.0	11.0	1.0	13.0	2.0	1.0	4.0	6.0
1	1.0	2.0	3.0	1.0	6.0	5.0	9.0	6.0	3.0	7.0	6.0	7.0	2.0	5.0	24.0	0.0	3.0	6.0	6.0	0.0	2.0	9.0	14.0	12.0	12.0	1.0	42.0	2.0	1.0	5.0	20.0	4.0	11.0	3.0	15.0	4.0	5.0	0.0	34.0	1.0	6.0	791.0	5.0	2.0	23.0	3.0	19.0	18.0	46.0	1.0	2.0	2.0	3.0	9.0	4.0	32.0	5.0	14.0	21.0	1.0	5.0	1.0	2.0	16.0	8.0	2.0	1.0	0.0	16.0	17.0	6.0	3.0	1.0	5.0	8.0	0.0	3.0	11.0	8.0	2.0	4.0	3.0	4.0	5.0	6.0	8.0	1.0	2.0	1.0	6.0	3.0	18.0	6.0	8.0	2.0	4.0	2.0	7.0	14.0	5.0	11.0	3.0	2.0	7.0	6.0	23.0	1.0	10.0	6.0	3.0	2.0	15.0	4.0	1.0	8.0	4.0	15.0	5.0	8.0	8.0	71.0	25.0	3.0	2.0	4.0	3.0	3.0	7.0	10.0	2.0	14.0	1.0	3.0	1.0	1.0	1.0	2.0	56.0	7.0	3.0	2.0	21.0	2.0	2.0	0.0	4.0	3.0	3.0	2.0	13.0	14.0	5.0	13.0	26.0	8.0	10.0	15.0	5.0	2.0	21.0	2.0	9.0	2.0	11.0	5.0	0.0	3.0	0.0	6.0	0.0	5.0	4.0	6.0	1.0	1.0	5.0	8.0	16.0	27.0	11.0	18.0	5.0	2.0	1.0	3.0	20.0	7.0	2.0	4.0	1.0	1.0	2.0	64.0	13.0	3.0	4.0	6.0	7.0	13.0	8.0
10	1.0	9.0	798.0	2.0	14.0	31.0	41.0	4.0	28.0	6.0	4.0	6.0	3.0	2.0	4.0	3.0	831.0	15.0	84.0	2.0	5.0	6.0	14.0	6.0	4.0	6.0	3.0	6.0	4.0	3.0	8.0	1.0	10.0	1.0	16.0	8.0	3.0	1.0	10.0	8.0	3.0	13.0	256.0	11.0	4.0	9.0	2.0	7.0	80.0	18.0	1.0	3.0	5.0	15.0	13.0	10.0	1.0	2.0	9.0	0.0	0.0	7.0	2.0	6.0	17.0	2.0	3.0	1.0	3.0	4.0	16.0	1.0	1.0	18.0	26.0	5.0	2.0	10.0	10.0	4.0	1.0	2.0	2.0	3.0	3.0	17.0	2.0	5.0	8.0	3.0	5.0	28.0	1.0	24.0	4.0	10.0	753.0	4.0	13.0	4.0	6.0	3.0	1.0	9.0	5.0	2.0	4.0	2.0	2.0	4.0	16.0	6.0	18.0	37.0	2.0	5.0	41.0	4.0	8.0	2.0	27.0	3.0	3.0	4.0	10.0	3.0	36.0	16.0	18.0	6.0	18.0	8.0	3.0	5.0	2.0	3.0	6.0	1.0	7.0	1.0	4.0	223.0	1.0	29.0	1.0	2.0	4.0	9.0	1.0	14.0	4.0	8.0	1.0	5.0	7.0	30.0	6.0	3.0	3.0	6.0	7.0	4.0	11.0	10.0	4.0	5.0	3.0	1.0	4.0	6.0	14.0	409.0	10.0	1.0	15.0	6.0	7.0	1.0	5.0	1.0	3.0	4.0	2.0	3.0	1.0	3.0	4.0	1.0	3.0	1.0	2.0	2.0	0.0	4.0	2.0	13.0	2.0	4.0	4.0	4.0
11	4.0	3.0	2.0	13.0	2.0	6.0	4.0	7.0	1.0	3.0	4.0	2.0	5.0	14.0	3.0	1.0	2.0	3.0	11.0	0.0	1.0	10.0	1.0	2.0	7.0	7.0	42.0	1.0	9.0	1.0	33.0	10.0	4.0	3.0	1.0	1.0	1.0	1.0	6.0	3.0	11.0	3.0	22.0	2.0	4.0	3.0	2.0	8.0	7.0	0.0	1.0	2.0	5.0	2.0	12.0	48.0	1.0	6.0	5.0	0.0	2.0	2.0	2.0	16.0	9.0	2.0	19.0	0.0	13.0	5.0	7.0	5.0	1.0	5.0	4.0	2.0	1.0	8.0	7.0	2.0	3.0	3.0	4.0	24.0	7.0	3.0	5.0	20.0	12.0	15.0	4.0	23.0	1.0	22.0	3.0	55.0	2.0	11.0	3.0	8.0	4.0	2.0	0.0	587.0	2.0	8.0	4.0	10.0	4.0	17.0	24.0	10.0	68.0	1.0	3.0	1.0	1.0	3.0	12.0	4.0	5.0	25.0	4.0	7.0	26.0	11.0	10.0	5.0	5.0	23.0	6.0	2.0	12.0	1.0	2.0	3.0	27.0	6.0	2.0	1.0	3.0	2.0	8.0	4.0	10.0	4.0	7.0	3.0	1.0	21.0	15.0	13.0	4.0	4.0	12.0	37.0	3.0	1.0	1.0	2.0	5.0	17.0	4.0	4.0	2.0	1.0	1.0	902.0	53.0	1.0	78.0	8.0	4.0	1.0	9.0	1.0	17.0	2.0	3.0	5.0	8.0	15.0	1.0	1.0	1.0	15.0	71.0	1.0	1.0	1.0	6.0	3.0	2.0	6.0	1.0	32.0	1.0	2.0	5.0	4.0
12	0.0	4.0	1.0	1.0	7.0	4.0	4.0	1.0	1.0	18.0	24.0	6.0	2.0	13.0	4.0	2.0	2.0	3.0	10.0	3.0	5.0	5.0	7.0	5.0	37.0	1.0	4.0	4.0	10.0	0.0	3.0	1.0	1.0	17.0	4.0	4.0	1.0	10.0	6.0	13.0	6.0	3.0	7.0	0.0	3.0	2.0	3.0	18.0	12.0	13.0	2.0	2.0	17.0	2.0	2.0	8.0	2.0	4.0	21.0	1.0	10.0	6.0	5.0	4.0	18.0	804.0	5.0	3.0	5.0	8.0	1.0	5.0	3.0	12.0	2.0	5.0	1.0	2.0	13.0	2.0	4.0	7.0	2.0	36.0	2.0	14.0	1.0	3.0	8.0	10.0	1.0	52.0	1.0	4.0	16.0	7.0	16.0	16.0	8.0	22.0	63.0	6.0	0.0	3.0	5.0	2.0	4.0	14.0	18.0	24.0	5.0	3.0	13.0	17.0	3.0	9.0	12.0	5.0	8.0	1.0	7.0	30.0	19.0	2.0	36.0	3.0	14.0	0.0	2.0	3.0	5.0	1.0	1.0	31.0	9.0	3.0	2.0	15.0	15.0	6.0	35.0	16.0	1.0	18.0	4.0	3.0	1.0	9.0	1.0	3.0	10.0	1.0	2.0	9.0	4.0	1.0	12.0	7.0	1.0	5.0	2.0	7.0	36.0	5.0	12.0	27.0	1.0	0.0	19.0	0.0	14.0	3.0	2.0	0.0	15.0	1.0	7.0	2.0	7.0	34.0	472.0	0.0	19.0	4.0	2.0	3.0	18.0	1.0	1.0	2.0	2.0	0.0	14.0	24.0	0.0	4.0	1.0	669.0	2.0	2.0
13	7.0	6.0	1.0	3.0	4.0	9.0	6.0	8.0	18.0	2.0	13.0	15.0	1.0	2.0	10.0	2.0	1.0	6.0	5.0	0.0	2.0	7.0	2.0	12.0	12.0	2.0	3.0	6.0	8.0	2.0	33.0	2.0	10.0	6.0	7.0	3.0	4.0	0.0	5.0	5.0	5.0	3.0	13.0	28.0	4.0	4.0	4.0	8.0	19.0	640.0	2.0	5.0	2.0	51.0	1.0	4.0	17.0	2.0	8.0	2.0	2.0	2.0	5.0	2.0	3.0	34.0	2.0	2.0	6.0	409.0	5.0	1.0	3.0	2.0	8.0	3.0	1.0	18.0	10.0	11.0	6.0	3.0	2.0	4.0	2.0	12.0	2.0	2.0	13.0	10.0	6.0	12.0	5.0	5.0	4.0	55.0	8.0	10.0	16.0	14.0	4.0	6.0	11.0	7.0	5.0	1.0	2.0	2.0	1.0	450.0	3.0	32.0	4.0	6.0	17.0	12.0	11.0	11.0	5.0	1.0	31.0	1.0	1.0	10.0	19.0	3.0	2.0	2.0	4.0	8.0	46.0	8.0	1.0	1.0	2.0	2.0	4.0	56.0	19.0	3.0	4.0	5.0	2.0	4.0	1.0	2.0	4.0	5.0	1.0	24.0	9.0	16.0	16.0	1.0	1.0	3.0	2.0	1.0	2.0	4.0	2.0	5.0	3.0	3.0	6.0	5.0	3.0	5.0	6.0	0.0	15.0	18.0	3.0	1.0	598.0	1.0	7.0	1.0	1.0	2.0	4.0	2.0	2.0	6.0	8.0	5.0	3.0	0.0	1.0	6.0	0.0	1.0	4.0	3.0	906.0	1.0	832.0	4.0	9.0	2.0
14	12.0	2.0	0.0	3.0	5.0	3.0	2.0	1.0	4.0	790.0	15.0	2.0	2.0	13.0	32.0	3.0	5.0	106.0	32.0	0.0	2.0	17.0	1.0	3.0	8.0	7.0	199.0	2.0	4.0	1.0	12.0	0.0	1.0	9.0	19.0	1.0	1.0	1.0	5.0	4.0	9.0	5.0	5.0	0.0	7.0	3.0	11.0	13.0	4.0	2.0	1.0	7.0	2.0	20.0	5.0	7.0	8.0	11.0	6.0	2.0	2.0	11.0	0.0	13.0	10.0	2.0	1.0	2.0	3.0	2.0	1.0	4.0	13.0	23.0	19.0	1.0	2.0	11.0	9.0	2.0	4.0	3.0	4.0	3.0	8.0	5.0	2.0	34.0	2.0	17.0	8.0	4.0	1.0	57.0	1.0	12.0	4.0	11.0	12.0	17.0	7.0	2.0	1.0	4.0	10.0	17.0	4.0	9.0	4.0	4.0	29.0	3.0	18.0	8.0	2.0	4.0	12.0	4.0	9.0	6.0	4.0	5.0	5.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	6.0	8.0	6.0	1.0	1.0	2.0	6.0	4.0	3.0	3.0	19.0	7.0	1.0	14.0	0.0	4.0	11.0	2.0	1.0	6.0	14.0	2.0	8.0	19.0	3.0	25.0	15.0	2.0	2.0	14.0	2.0	13.0	4.0	12.0	4.0	2.0	5.0	0.0	6.0	0.0	18.0	8.0	10.0	0.0	1.0	2.0	1.0	1.0	1.0	18.0	14.0	1.0	2.0	0.0	1.0	19.0	6.0	0.0	6.0	1.0	18.0	2.0	10.0	14.0	1.0	2.0	20.0	10.0	6.0	4.0
15	2.0	5.0	2.0	2.0	16.0	14.0	11.0	10.0	1.0	2.0	1.0	6.0	5.0	14.0	41.0	11.0	2.0	6.0	2.0	1.0	3.0	0.0	1.0	8.0	10.0	1.0	15.0	4.0	36.0	1.0	7.0	5.0	1.0	4.0	5.0	3.0	2.0	1.0	63.0	4.0	3.0	2.0	21.0	28.0	3.0	1.0	5.0	9.0	18.0	640.0	1.0	2.0	2.0	5.0	4.0	3.0	7.0	5.0	22.0	0.0	3.0	11.0	1.0	28.0	19.0	2.0	2.0	2.0	6.0	5.0	1.0	6.0	1.0	2.0	27.0	3.0	1.0	11.0	39.0	24.0	6.0	2.0	2.0	8.0	8.0	9.0	7.0	25.0	2.0	2.0	3.0	23.0	1.0	2.0	3.0	60.0	1.0	4.0	5.0	4.0	21.0	14.0	1.0	2.0	2.0	7.0	12.0	2.0	2.0	8.0	2.0	5.0	13.0	9.0	3.0	4.0	13.0	2.0	8.0	8.0	23.0	1.0	5.0	32.0	28.0	3.0	2.0	48.0	18.0	38.0	2.0	8.0	7.0	10.0	0.0	2.0	7.0	24.0	11.0	4.0	4.0	11.0	1.0	1.0	2.0	1.0	58.0	13.0	1.0	4.0	9.0	2.0	3.0	8.0	21.0	2.0	3.0	3.0	13.0	24.0	3.0	2.0	16.0	7.0	2.0	1.0	1.0	2.0	9.0	0.0	4.0	3.0	10.0	1.0	3.0	1.0	20.0	2.0	21.0	6.0	36.0	2.0	5.0	6.0	2.0	8.0	6.0	1.0	11.0	2.0	6.0	2.0	3.0	4.0	0.0	15.0	2.0	14.0	4.0	4.0
16	1.0	38.0	19.0	29.0	5.0	13.0	6.0	0.0	19.0	1.0	22.0	8.0	4.0	25.0	6.0	1.0	2.0	16.0	9.0	2.0	10.0	4.0	22.0	1.0	12.0	5.0	11.0	20.0	2.0	2.0	5.0	3.0	11.0	17.0	15.0	7.0	1.0	1.0	3.0	2.0	5.0	1.0	13.0	1.0	5.0	2.0	5.0	18.0	12.0	19.0	4.0	1.0	5.0	19.0	22.0	13.0	10.0	4.0	4.0	0.0	10.0	6.0	0.0	15.0	2.0	34.0	2.0	2.0	3.0	20.0	2.0	1.0	1.0	2.0	4.0	9.0	3.0	1.0	1.0	9.0	1.0	6.0	4.0	4.0	19.0	16.0	4.0	3.0	3.0	5.0	12.0	3.0	5.0	4.0	4.0	12.0	1.0	11.0	4.0	13.0	63.0	2.0	1.0	7.0	7.0	11.0	1.0	1.0	1.0	8.0	14.0	41.0	26.0	139.0	2.0	2.0	5.0	3.0	13.0	1.0	1.0	25.0	12.0	4.0	9.0	12.0	3.0	74.0	5.0	18.0	2.0	1.0	487.0	3.0	5.0	8.0	11.0	15.0	13.0	1.0	24.0	223.0	1.0	4.0	1.0	7.0	77.0	5.0	0.0	15.0	14.0	8.0	3.0	12.0	5.0	13.0	2.0	3.0	2.0	5.0	12.0	9.0	5.0	4.0	5.0	1.0	0.0	0.0	20.0	1.0	15.0	5.0	7.0	0.0	1.0	0.0	36.0	1.0	5.0	4.0	8.0	10.0	3.0	0.0	5.0	20.0	6.0	3.0	0.0	1.0	2.0	0.0	8.0	11.0	1.0	3.0	3.0	0.0	3.0	2.0
